DemandAggregatedForecast,WindAggregatedForecast,MULTI_FUEL_-24,GAS_-24,,,GasPrice,CarbonPrice,cost
4931,2229.957,-2116.5,-701,,,74.3,51.4,
4946,2561.777,-2116.5,-699,,,74.3,51.4,
4815,2886.205,-2116.5,-698,,,74.3,51.4,
4790,3126.121,-2113.5,-697,,,74.3,51.4,
4865,3249.83,-2115.5,-696,,,74.3,51.4,
5078,3260.569,-2117.4,-694,,,74.3,51.4,
5083,3220.863,-2118.4,-694,,,74.3,51.4,
4823,3079.068,-2119.4,-694,,,74.3,51.4,
4642,2902.053,-2122.4,-696,,,74.3,51.4,
4504,2547.741,-2122.4,-698,,,74.3,51.4,
4373,2210.991,-2124.4,-702,,,74.3,51.4,
4015,1557.204,-2124.4,-703,,,74.04,50.24,
3598,1421.566,-2125.4,-705,,,74.04,50.24,
3430,1314.174,-2125.4,-708,,,74.04,50.24,
3291,1238.268,-2125.4,-709,,,74.04,50.24,
3206,1146.835,-2126.4,-711,,,74.04,50.24,
3172,1091.477,-2126.4,-712,,,74.04,50.24,
3202,1026.282,-2126.4,-713,,,74.04,50.24,
3348,1038.489,-2126.4,-712,,,74.04,50.24,
3944,1070.743,-2127.4,-712,,,74.04,50.24,
4703,1070.583,-2127.4,-711,,,74.04,50.24,
4955,1103.748,-2127.4,-709,,,74.04,50.24,
4966,1186.054,-2127.4,-709,,,74.04,50.24,
4949,1233.49,-2126.4,-707,,,74.04,50.24,
4952,1295.84,-2122.4,-705,,,74.04,50.24,
4995,1316.892,-2121.4,-704,,,74.04,50.24,
4829,1398.773,-2121.4,-702,,,74.04,50.24,
4787,1477.277,-2121.4,-701,,,74.04,50.24,
4762,1521.293,-2121.4,-701,,,74.04,50.24,
4894,1504.399,-2123.4,-701,,,74.04,50.24,
4974,1477.361,-2123.4,-703,,,74.04,50.24,
4747,1339.661,-2124.4,-707,,,74.04,50.24,
4519,1191.752,-2126.4,-711,,,74.04,50.24,
4356,1057.536,-2129.3,-715,,,74.04,50.24,
4256,1038.662,-2130.3,-719,,,74.04,50.24,
3923,851.877,-2131.3,-723,,,76.58,49.97,
3726,810.198,-2131.3,-724,,,76.58,49.97,
3478,725.056,-2131.3,-725,,,76.58,49.97,
3301,642.937,-2131.3,-727,,,76.58,49.97,
3197,573.105,-2157.3,-727,,,76.58,49.97,
3145,510.827,-2157.3,-728,,,76.58,49.97,
3110,456.264,-2157.3,-727,,,76.58,49.97,
3148,411.61,-2157.3,-726,,,76.58,49.97,
3451,377.954,-2158.3,-725,,,76.58,49.97,
3913,342.9,-2158.3,-723,,,76.58,49.97,
4362,336.764,-2158.3,-722,,,76.58,49.97,
4542,352.329,-2158.3,-718,,,76.58,49.97,
4594,399.164,-2193.3,-715,,,76.58,49.97,
4586,452.116,-2191.3,-714,,,76.58,49.97,
4529,498.509,-2190.4,-711,,,76.58,49.97,
4354,516.96,-2189.4,-707,,,76.58,49.97,
4234,589.921,-2189.4,-707,,,76.58,49.97,
4203,633.128,-2189.4,-705,,,76.58,49.97,
4321,678.425,-2189.4,-704,,,76.58,49.97,
4505,709.287,-2190.4,-704,,,76.58,49.97,
4429,647.031,-2190.4,-706,,,76.58,49.97,
4237,511.434,-2191.3,-709,,,76.58,49.97,
4073,388.029,-2192.3,-712,,,76.58,49.97,
3961,383.124,-2193.3,-716,,,76.58,49.97,
3870,455.258,-2622.5,-720,,,74.58,49.97,
3431,427.352,-2622.5,-722,,,74.58,49.97,
3251,440.534,-2622.5,-723,,,74.58,49.97,
3073,408.661,-2622.5,-724,,,74.58,49.97,
2977,380.603,-2622.5,-724,,,74.58,49.97,
2924,385.52,-2622.5,-723,,,74.58,49.97,
2928,326.092,-2622.5,-723,,,74.58,49.97,
2916,246.733,-2622.5,-722,,,74.58,49.97,
3074,203.079,-2625.3,-720,,,74.58,49.97,
3380,196.28,-2625.3,-718,,,74.58,49.97,
3763,186.007,-2625.3,-716,,,74.58,49.97,
4045,163.864,-2625.3,-714,,,74.58,49.97,
4175,153.842,-2624.3,-713,,,74.58,49.97,
4219,140.775,-2623.3,-711,,,74.58,49.97,
4252,136.197,-2622.3,-711,,,74.58,49.97,
4087,151.075,-2622.3,-710,,,74.58,49.97,
3968,175.538,-2622.3,-708,,,74.58,49.97,
3935,191.857,-2622.3,-708,,,74.58,49.97,
4106,193.36,-2623.3,-707,,,74.58,49.97,
4249,198.789,-2624.3,-707,,,74.58,49.97,
4204,182.576,-2625.3,-708,,,74.58,49.97,
4046,153.736,-2625.3,-710,,,74.58,49.97,
3984,143.452,-2625.3,-715,,,74.58,49.97,
3898,149.988,-2622.5,-719,,,74.58,49.97,
3739,178.667,-2614.5,-720,,,72.72,49.97,
3471,192.853,-2614.5,-723,,,72.72,49.97,
3238,218.017,-2614.5,-724,,,72.72,49.97,
3091,246.33,-2614.5,-726,,,72.72,49.97,
3011,314.83,-2614.5,-727,,,72.72,49.97,
2951,413.356,-2614.5,-727,,,72.72,49.97,
2904,477.047,-2614.5,-727,,,72.72,49.97,
2993,537.6,-2614.5,-726,,,72.72,49.97,
3286,653.289,-2617.3,-724,,,72.72,49.97,
3676,725.002,-2617.3,-723,,,72.72,49.97,
4020,839.463,-2617.3,-720,,,72.72,49.97,
4268,996.748,-2617.3,-718,,,72.72,49.97,
4368,1123.451,-2617.3,-716,,,72.72,49.97,
4376,1216.665,-2617.3,-715,,,72.72,49.97,
4394,1345.513,-2617.3,-715,,,72.72,49.97,
4272,1520.555,-2617.3,-714,,,72.72,49.97,
4165,1645.62,-2616.3,-713,,,72.72,49.97,
4196,1758.12,-2616.3,-712,,,72.72,49.97,
4376,1859.557,-2617.3,-712,,,72.72,49.97,
4463,1948.592,-2617.3,-712,,,72.72,49.97,
4345,1958.741,-2617.3,-712,,,72.72,49.97,
4218,1878.89,-2617.3,-713,,,72.72,49.97,
4154,1762.412,-2617.3,-718,,,72.72,49.97,
4052,1699.728,-2614.5,-721,,,72.72,49.97,
3790,1791.946,-2609.7,-724,,,73.62,51.47,
3373,1774.115,-2609.7,-725,,,73.62,51.47,
3183,1668.291,-2610.7,-725,,,73.62,51.47,
3052,1600.329,-2610.7,-726,,,73.62,51.47,
3011,1547.006,-2610.7,-728,,,73.62,51.47,
2975,1455.813,-2610.7,-729,,,73.62,51.47,
2960,1382.547,-2609.7,-729,,,73.62,51.47,
3143,1361.989,-2608.8,-726,,,73.62,51.47,
3739,1457.15,-2610.6,-725,,,73.62,51.47,
4487,1471.631,-2610.6,-723,,,73.62,51.47,
4786,1474.172,-2609.6,-720,,,73.62,51.47,
4834,1567.214,-2607.6,-717,,,73.62,51.47,
4827,1683.439,-2605.7,-715,,,73.62,51.47,
4836,1811.253,-2604.8,-712,,,73.62,51.47,
4867,1938.32,-2602.8,-709,,,73.62,51.47,
4708,2051.925,-2602.8,-707,,,73.62,51.47,
4650,2126.706,-2602.8,-706,,,73.62,51.47,
4696,2223.278,-2601.8,-705,,,73.62,51.47,
4887,2246.621,-2602.8,-704,,,73.62,51.47,
4979,2240.861,-2602.8,-704,,,73.62,51.47,
4746,2171.951,-2602.8,-705,,,73.62,51.47,
4533,2123.991,-2603.8,-706,,,73.62,51.47,
4402,2067.421,-2605.7,-708,,,73.62,51.47,
4261,2055.942,-2603.8,-711,,,73.62,51.47,
3914,1925.023,-2612.8,-714,,,74.5,52.17,
3512,1942.405,-2613.8,-715,,,74.5,52.17,
3319,1950.274,-2613.8,-716,,,74.5,52.17,
3219,1947.644,-2613.8,-717,,,74.5,52.17,
3157,1940.103,-2612.9,-717,,,74.5,52.17,
3145,1953.117,-2612.9,-717,,,74.5,52.17,
3144,2023.058,-2612.9,-717,,,74.5,52.17,
3298,2112.913,-2612.9,-716,,,74.5,52.17,
3859,2206.141,-2615.7,-714,,,74.5,52.17,
4573,2235.228,-2614.7,-713,,,74.5,52.17,
4857,2229.376,-2612.7,-711,,,74.5,52.17,
4885,2291.258,-2611.8,-710,,,74.5,52.17,
4860,2290.43,-2612.8,-708,,,74.5,52.17,
4863,2281.282,-2610.8,-706,,,74.5,52.17,
4886,2326.109,-2610.8,-704,,,74.5,52.17,
4743,2298.992,-2610.8,-702,,,74.5,52.17,
4714,2230.099,-2608.8,-700,,,74.5,52.17,
4774,2142.281,-2608.8,-699,,,74.5,52.17,
4967,2089.806,-2608.8,-698,,,74.5,52.17,
4985,1969.126,-2607.8,-698,,,74.5,52.17,
4735,1773.171,-2607.8,-698,,,74.5,52.17,
4541,1662.101,-2608.8,-699,,,74.5,52.17,
4411,1538.424,-2608.8,-701,,,74.5,52.17,
4274,1506.94,-2606,-703,,,74.5,52.17,
3970,1740.204,-2608,-706,,,77.67,53.22,
3502,1869.231,-2608,-707,,,77.67,53.22,
3301,1926.001,-2608,-708,,,77.67,53.22,
3190,1992.453,-2608,-708,,,77.67,53.22,
3117,2074.316,-2608,-708,,,77.67,53.22,
3106,2137.391,-2608,-709,,,77.67,53.22,
3112,2171.511,-2608,-709,,,77.67,53.22,
3260,2260.751,-2608,-708,,,77.67,53.22,
3827,2392.762,-2610.8,-706,,,77.67,53.22,
4564,2493.926,-2608.8,-706,,,77.67,53.22,
4861,2539.741,-2609.8,-704,,,77.67,53.22,
4867,2724.242,-2608.8,-701,,,77.67,53.22,
4862,3011.287,-2607.8,-699,,,77.67,53.22,
4859,3241.409,-2605.8,-697,,,77.67,53.22,
4883,3433.478,-2604.8,-693,,,77.67,53.22,
4752,3514.034,-2604.8,-691,,,77.67,53.22,
4724,3502.029,-2604.8,-689,,,77.67,53.22,
4796,3523.054,-2603.8,-689,,,77.67,53.22,
4989,3504.371,-2603.8,-689,,,77.67,53.22,
5017,3430.188,-2602.9,-689,,,77.67,53.22,
4759,3230.267,-2601.9,-690,,,77.67,53.22,
4583,3083.169,-2604.8,-692,,,77.67,53.22,
4437,2853.696,-2606.8,-696,,,77.67,53.22,
4294,2555.045,-2605,-700,,,77.67,53.22,
4105,2668.55,-2604.1,-701,,,78.83,52.8,
3626,2619.208,-2605.1,-702,,,78.83,52.8,
3387,2578.085,-2608.1,-704,,,78.83,52.8,
3222,2504.464,-2608.1,-706,,,78.83,52.8,
3141,2413.427,-2608.1,-707,,,78.83,52.8,
3104,2283.883,-2608.1,-707,,,78.83,52.8,
3078,2188.154,-2607.1,-707,,,78.83,52.8,
3289,1978.709,-2604.1,-706,,,78.83,52.8,
3833,1846.113,-2605.8,-704,,,78.83,52.8,
4556,1837.635,-2602.8,-702,,,78.83,52.8,
4868,1748.253,-2601.8,-700,,,78.83,52.8,
4885,1605.716,-2597.9,-696,,,78.83,52.8,
4871,1585.312,-2596.9,-692,,,78.83,52.8,
4904,1589.578,-2595,-691,,,78.83,52.8,
4873,1458.21,-2594,-689,,,78.83,52.8,
4701,1450.823,-2594,-687,,,78.83,52.8,
4667,1405.299,-2591,-686,,,78.83,52.8,
4670,1345.999,-2591,-686,,,78.83,52.8,
4824,1337.206,-2592,-686,,,78.83,52.8,
4867,1341.936,-2593,-686,,,78.83,52.8,
4740,1233.542,-2594,-686,,,78.83,52.8,
4528,1054.292,-2597.9,-690,,,78.83,52.8,
4358,904.66,-2600.8,-694,,,78.83,52.8,
4235,795.336,-2601.1,-698,,,78.83,52.8,
4029,697.407,-2173.1,-699,,,80.05,52.7,
3580,660.418,-2173.1,-701,,,80.05,52.7,
3339,612.599,-2174.1,-702,,,80.05,52.7,
3188,525.227,-2174.1,-704,,,80.05,52.7,
3091,555.19,-2174.1,-704,,,80.05,52.7,
3050,577.385,-2174.1,-705,,,80.05,52.7,
3021,574.868,-2175.1,-706,,,80.05,52.7,
3079,531.555,-2177.1,-708,,,80.05,52.7,
3383,483.804,-2181.7,-708,,,80.05,52.7,
3799,443.853,-2179.8,-709,,,80.05,52.7,
4229,447.095,-2179.8,-708,,,80.05,52.7,
4397,444.163,-2178.8,-707,,,80.05,52.7,
4452,478.136,-2177,-706,,,80.05,52.7,
4442,510.021,-2176,-705,,,80.05,52.7,
4434,515.966,-2175,-705,,,80.05,52.7,
4297,494.839,-2175,-704,,,80.05,52.7,
4202,451.982,-2174,-702,,,80.05,52.7,
4181,442.908,-2177,-702,,,80.05,52.7,
4337,434.109,-2177.9,-701,,,80.05,52.7,
4495,430.83,-2178.9,-703,,,80.05,52.7,
4380,405.46,-2180.9,-706,,,80.05,52.7,
4186,364.875,-2182.8,-708,,,80.05,52.7,
3995,315.04,-2183.7,-713,,,80.05,52.7,
3883,327.416,-2181.9,-717,,,80.05,52.7,
3755,691.388,-2182.9,-720,,,79.84,52.7,
3464,655.338,-2184.8,-722,,,79.84,52.7,
3233,632.43,-2185.8,-725,,,79.84,52.7,
3068,604.251,-2185.8,-727,,,79.84,52.7,
2973,592.332,-2186.7,-728,,,79.84,52.7,
2938,602.997,-2187.7,-728,,,79.84,52.7,
2869,587.182,-2186.7,-729,,,79.84,52.7,
2886,601.195,-2186.7,-727,,,79.84,52.7,
3095,666.64,-2189.5,-725,,,79.84,52.7,
3415,709.02,-2188.5,-723,,,79.84,52.7,
3789,727.221,-2186.6,-719,,,79.84,52.7,
4087,825.591,-2185.7,-716,,,79.84,52.7,
4190,938.133,-2184.7,-712,,,79.84,52.7,
4247,1026.384,-2183.7,-711,,,79.84,52.7,
4271,1056.931,-2182.7,-707,,,79.84,52.7,
4078,1110.122,-2181.7,-704,,,79.84,52.7,
3927,1170.174,-2181.7,-702,,,79.84,52.7,
3936,1177.54,-2181.7,-701,,,79.84,52.7,
4128,1164.356,-2181.7,-699,,,79.84,52.7,
4250,1109.159,-2180.8,-699,,,79.84,52.7,
4168,1014.137,-2180.8,-701,,,79.84,52.7,
4035,896.581,-2181.7,-703,,,79.84,52.7,
3943,803.56,-2184.6,-707,,,79.84,52.7,
3837,761.622,-2182.8,-711,,,79.84,52.7,
3671,1056.14,-2612.8,-712,,,81.17,52.7,
3313,974.053,-2614.8,-715,,,81.17,52.7,
3150,968.096,-2614.8,-717,,,81.17,52.7,
3012,1056.895,-2614.8,-719,,,81.17,52.7,
2957,1070.135,-2614.8,-721,,,81.17,52.7,
2957,1085.51,-2614.8,-722,,,81.17,52.7,
2956,1162.98,-2614.8,-722,,,81.17,52.7,
3180,1231.759,-2614.8,-721,,,81.17,52.7,
3738,1286.505,-2617.6,-718,,,81.17,52.7,
4462,1287.398,-2616.6,-715,,,81.17,52.7,
4789,1325.553,-2613.7,-712,,,81.17,52.7,
4829,1354.636,-2609.8,-708,,,81.17,52.7,
4853,1507.894,-2607.8,-703,,,81.17,52.7,
4900,1543.098,-2603.9,-700,,,81.17,52.7,
4973,1456.273,-2601,-697,,,81.17,52.7,
4832,1407.153,-2601,-693,,,81.17,52.7,
4833,1327.228,-2601,-691,,,81.17,52.7,
4880,1316.191,-2600,-689,,,81.17,52.7,
5103,1211.241,-2602.9,-687,,,81.17,52.7,
5151,1003.926,-2604.8,-690,,,81.17,52.7,
4871,777.758,-2606.8,-692,,,81.17,52.7,
4708,582.587,-2608.8,-696,,,81.17,52.7,
4546,417.482,-2609.8,-700,,,81.17,52.7,
4306,278.18,-2610,-703,,,81.17,52.7,
3999,280.271,-2622.5,-708,,,80.49,52.56,
3654,211.994,-2622.5,-710,,,80.49,52.56,
3454,151.046,-2622.5,-712,,,80.49,52.56,
3269,134.743,-2622.5,-713,,,80.49,52.56,
3196,117.289,-2622.5,-714,,,80.49,52.56,
3163,146.449,-2622.5,-717,,,80.49,52.56,
3185,230.566,-2622.5,-720,,,80.49,52.56,
3396,369.853,-2622.5,-721,,,80.49,52.56,
3901,541.894,-2625.3,-721,,,80.49,52.56,
4635,731.926,-2625.3,-720,,,80.49,52.56,
4914,1028.451,-2625.3,-718,,,80.49,52.56,
4977,1463.826,-2625.3,-717,,,80.49,52.56,
5021,1868.922,-2625.3,-716,,,80.49,52.56,
4940,2245.831,-2625.3,-715,,,80.49,52.56,
5037,2400.076,-2624.3,-715,,,80.49,52.56,
4873,2682.649,-2624.3,-714,,,80.49,52.56,
4874,2857.993,-2624.3,-712,,,80.49,52.56,
4910,2984.825,-2624.3,-711,,,80.49,52.56,
5050,2932.554,-2624.3,-710,,,80.49,52.56,
5137,2789.614,-2625.3,-710,,,80.49,52.56,
4893,2543.913,-2625.3,-711,,,80.49,52.56,
4707,2345.54,-2625.3,-712,,,80.49,52.56,
4528,2123.83,-2625.3,-717,,,80.49,52.56,
4342,1904.247,-2622.5,-723,,,80.49,52.56,
4025,1808.927,-2560.5,-724,,,82.67,51.39,
3580,1685.803,-2560.5,-726,,,82.67,51.39,
3356,1594.116,-2560.5,-728,,,82.67,51.39,
3214,1582.44,-2560.5,-730,,,82.67,51.39,
3134,1548.297,-2560.5,-732,,,82.67,51.39,
3092,1456.778,-2560.5,-732,,,82.67,51.39,
3069,1404.66,-2560.5,-731,,,82.67,51.39,
3260,1350.506,-2560.5,-728,,,82.67,51.39,
3808,1360.343,-2563.3,-725,,,82.67,51.39,
4513,1402.334,-2563.3,-722,,,82.67,51.39,
4776,1422.366,-2563.3,-719,,,82.67,51.39,
4814,1412.382,-2562.3,-715,,,82.67,51.39,
4841,1470.44,-2561.3,-711,,,82.67,51.39,
4866,1487.27,-2466.3,-708,,,82.67,51.39,
4900,1540.539,-2465.4,-704,,,82.67,51.39,
4751,1573.871,-2462.4,-699,,,82.67,51.39,
4742,1516.421,-2462.4,-697,,,82.67,51.39,
4806,1374.485,-2459.4,-695,,,82.67,51.39,
5003,1224.243,-2459.4,-694,,,82.67,51.39,
5073,1149.764,-2458.4,-692,,,82.67,51.39,
4797,969.756,-2458.4,-692,,,82.67,51.39,
4624,797.285,-2458.4,-692,,,82.67,51.39,
4501,689.08,-2461.4,-695,,,82.67,51.39,
4300,550.833,-2460.6,-697,,,82.67,51.39,
4114,628.547,-2542.1,-697,,,79.94,51.1,
3613,585.982,-2543.1,-701,,,79.94,51.1,
3372,475.451,-2543.1,-704,,,79.94,51.1,
3229,486.689,-2543.1,-706,,,79.94,51.1,
3154,525.284,-2544.1,-706,,,79.94,51.1,
3107,542.677,-2544.1,-707,,,79.94,51.1,
3065,570.879,-2544.1,-709,,,79.94,51.1,
3241,553.082,-2544.1,-710,,,79.94,51.1,
3898,492.705,-2547.8,-709,,,79.94,51.1,
4505,500.445,-2545.8,-709,,,79.94,51.1,
4724,510.03,-2544.9,-708,,,79.94,51.1,
4773,475.885,-2542.9,-705,,,79.94,51.1,
4786,554.691,-2542.9,-704,,,79.94,51.1,
4850,766.288,-2541,-703,,,79.94,51.1,
4848,1026.864,-2538,-701,,,79.94,51.1,
4710,1355.556,-2538,-700,,,79.94,51.1,
4761,1552.778,-2538,-699,,,79.94,51.1,
4845,1688.154,-2537,-699,,,79.94,51.1,
5078,1718.333,-2538,-698,,,79.94,51.1,
5127,1758.619,-2538,-700,,,79.94,51.1,
4914,1664.07,-2540,-701,,,79.94,51.1,
4695,1527.115,-2543,-704,,,79.94,51.1,
4545,1283.193,-2544.9,-707,,,79.94,51.1,
4306,1069.686,-2547,-710,,,79.94,51.1,
3981,1060.992,-2455,-710,,,82,51.22,
3592,922.884,-2457.9,-712,,,82,51.22,
3364,787.078,-2458.9,-714,,,82,51.22,
3189,671.08,-2459.9,-716,,,82,51.22,
3111,640.405,-2460.8,-718,,,82,51.22,
3074,664.706,-2460.8,-720,,,82,51.22,
3068,574.881,-2460.8,-720,,,82,51.22,
3258,456.329,-2460.8,-720,,,82,51.22,
3808,351.214,-2463.6,-719,,,82,51.22,
4522,286.071,-2462.6,-717,,,82,51.22,
4752,267.977,-2459.7,-715,,,82,51.22,
4800,248.135,-2454.8,-712,,,82,51.22,
4820,232.832,-2453.8,-709,,,82,51.22,
4832,230.664,-2452,-706,,,82,51.22,
4855,224.28,-2449,-705,,,82,51.22,
4688,220.787,-2449,-703,,,82,51.22,
4627,213.286,-2451,-702,,,82,51.22,
4645,206.931,-2452,-701,,,82,51.22,
4761,213.686,-2452.9,-701,,,82,51.22,
4843,240.711,-2453.9,-702,,,82,51.22,
4648,228.195,-2219.9,-704,,,82,51.22,
4437,208.399,-2224.8,-707,,,82,51.22,
4293,202.496,-2226.7,-712,,,82,51.22,
4095,196.579,-2224.9,-716,,,82,51.22,
3978,346.575,-2318.8,-722,,,82.43,52,
3596,330.961,-2319.8,-725,,,82.43,52,
3330,281.556,-2320.7,-728,,,82.43,52,
3152,228.484,-2320.7,-730,,,82.43,52,
3052,178.966,-2320.7,-731,,,82.43,52,
2996,164.619,-2321.7,-733,,,82.43,52,
2943,170.631,-2321.7,-734,,,82.43,52,
2976,208.72,-2321.7,-734,,,82.43,52,
3319,264.249,-2324.5,-733,,,82.43,52,
3775,307.323,-2324.5,-732,,,82.43,52,
4212,343.751,-2322.5,-730,,,82.43,52,
4368,450.454,-2320.6,-728,,,82.43,52,
4410,571.965,-2319.7,-724,,,82.43,52,
4421,790.167,-2317.7,-722,,,82.43,52,
4410,988.74,-2316.8,-720,,,82.43,52,
4268,1107.359,-2316.8,-718,,,82.43,52,
4149,1134.863,-2316.8,-714,,,82.43,52,
4134,1159.321,-2317.7,-713,,,82.43,52,
4293,1190.434,-2317.7,-713,,,82.43,52,
4417,1348.519,-2316.8,-712,,,82.43,52,
4342,1323.253,-2316.8,-713,,,82.43,52,
4166,1257.471,-2317.7,-715,,,82.43,52,
4032,1021.43,-2318.7,-719,,,82.43,52,
3893,909.91,-2316.9,-722,,,82.43,52,
3753,707.477,-2308.9,-723,,,86.53,52,
3554,696.025,-2309.8,-724,,,86.53,52,
3305,655.913,-2309.8,-726,,,86.53,52,
3133,604.245,-2310.8,-727,,,86.53,52,
3035,506.531,-2310.8,-727,,,86.53,52,
3003,409.839,-2311.8,-728,,,86.53,52,
2935,390.907,-2310.8,-727,,,86.53,52,
2946,413.756,-2309.8,-726,,,86.53,52,
3147,444.062,-2310.7,-722,,,86.53,52,
3484,424.755,-1912.4,-720,,,86.53,52,
3868,415.477,-1911.4,-718,,,86.53,52,
4171,466.899,-1910.5,-714,,,86.53,52,
4282,556.225,-1910.5,-709,,,86.53,52,
4344,662.748,-1909.5,-706,,,86.53,52,
4335,752.055,-1908.6,-704,,,86.53,52,
4170,846.947,-1906.6,-701,,,86.53,52,
4034,938.577,-1906.6,-700,,,86.53,52,
4026,1074.691,-1906.6,-698,,,86.53,52,
4195,1241.05,-1906.6,-697,,,86.53,52,
4348,1461.725,-1906.6,-697,,,86.53,52,
4271,1640.112,-1906.6,-699,,,86.53,52,
4124,1757.659,-1908.6,-700,,,86.53,52,
4025,1867.714,-1907.6,-703,,,86.53,52,
3904,2039.973,-2300.2,-706,,,86.53,52,
3666,1746.913,-2301.1,-708,,,87.78,52,
3455,1877.402,-2302.1,-710,,,87.78,52,
3216,2007.094,-2302.1,-711,,,87.78,52,
3096,2093.403,-2302.1,-712,,,87.78,52,
3033,2174.824,-2301.2,-712,,,87.78,52,
3009,2282.811,-2300.2,-713,,,87.78,52,
2980,2333.573,-2300.2,-713,,,87.78,52,
3175,2456.138,-2300.2,-712,,,87.78,52,
3763,2458.773,-2302.9,-711,,,87.78,52,
4486,2422.405,-2301,-710,,,87.78,52,
4747,2459.937,-2301,-708,,,87.78,52,
4777,2507.665,-2300.1,-706,,,87.78,52,
4788,2553.622,-2299.1,-704,,,87.78,52,
4826,2566.022,-2299.1,-701,,,87.78,52,
4858,2543.434,-2299.1,-699,,,87.78,52,
4709,2496.105,-2298.1,-697,,,87.78,52,
4704,2458.486,-2297.1,-696,,,87.78,52,
4771,2487.677,-2297.1,-694,,,87.78,52,
4979,2450.536,-2298.1,-694,,,87.78,52,
5040,2305.958,-2299.1,-694,,,87.78,52,
4761,2129.338,-2301,-696,,,87.78,52,
4580,1918.77,-2302.9,-699,,,87.78,52,
4446,1546.673,-2303.9,-702,,,87.78,52,
4236,1267.925,-2303.2,-706,,,87.78,52,
3945,1250.257,-2534.1,-713,,,88.23,52.36,
3511,1184.416,-2535.1,-716,,,88.23,52.36,
3282,1131.604,-2535.1,-718,,,88.23,52.36,
3143,1031.464,-2535.1,-720,,,88.23,52.36,
3058,885.603,-2536,-722,,,88.23,52.36,
3026,743.411,-2537,-723,,,88.23,52.36,
2986,646.534,-2537,-723,,,88.23,52.36,
3154,587.694,-2537.9,-723,,,88.23,52.36,
3706,511.425,-2540.7,-723,,,88.23,52.36,
4412,422.137,-2540.7,-722,,,88.23,52.36,
4623,403.312,-2539.7,-720,,,88.23,52.36,
4700,352.163,-2538.8,-717,,,88.23,52.36,
4687,310.212,-2536.9,-714,,,88.23,52.36,
4728,315.479,-2535.9,-712,,,88.23,52.36,
4766,357.083,-2534.9,-709,,,88.23,52.36,
4589,348.616,-2534.9,-706,,,88.23,52.36,
4639,402.612,-2535.9,-705,,,88.23,52.36,
4715,532.221,-2536.9,-705,,,88.23,52.36,
4949,615.382,-2535.9,-705,,,88.23,52.36,
4984,592.919,-2535.9,-707,,,88.23,52.36,
4755,544.726,-2534.9,-708,,,88.23,52.36,
4533,515.688,-2536.9,-711,,,88.23,52.36,
4379,570.899,-2538.8,-717,,,88.23,52.36,
4161,632.904,-2537.9,-723,,,88.23,52.36,
3990,676.757,-2449.9,-729,,,88.07,53.45,
3587,638.618,-2450.8,-731,,,88.07,53.45,
3363,552.915,-2451.8,-733,,,88.07,53.45,
3240,546.559,-2452.8,-735,,,88.07,53.45,
3166,574.83,-2453.7,-736,,,88.07,53.45,
3120,610.037,-2454.7,-737,,,88.07,53.45,
3139,581.108,-2454.7,-738,,,88.07,53.45,
3265,515.862,-2455.6,-737,,,88.07,53.45,
3773,463.419,-2458.4,-735,,,88.07,53.45,
4468,411.463,-2458.4,-732,,,88.07,53.45,
4707,376.413,-2456.5,-729,,,88.07,53.45,
4752,362.925,-2454.6,-726,,,88.07,53.45,
4759,357.488,-2453.6,-722,,,88.07,53.45,
4752,365.188,-2451.7,-719,,,88.07,53.45,
4785,360.553,-2450.7,-716,,,88.07,53.45,
4660,378.211,-2449.7,-713,,,88.07,53.45,
4662,384.309,-2449.7,-711,,,88.07,53.45,
4706,384.085,-2449.7,-711,,,88.07,53.45,
4928,395.921,-2451.7,-710,,,88.07,53.45,
4963,404.867,-2450.7,-712,,,88.07,53.45,
4680,370.882,-2450.7,-714,,,88.07,53.45,
4492,321.824,-2451.7,-717,,,88.07,53.45,
4332,303.064,-2453.6,-720,,,88.07,53.45,
4155,296.67,-2452.8,-723,,,88.07,53.45,
4009,336.884,-2448.5,-726,,,90.98,54.48,
3534,360.268,-2448.5,-727,,,90.98,54.48,
3305,332.749,-2448.5,-728,,,90.98,54.48,
3180,298.366,-2448.5,-728,,,90.98,54.48,
3089,287.418,-2448.5,-729,,,90.98,54.48,
3037,292.787,-2448.5,-729,,,90.98,54.48,
3048,385.884,-2448.5,-729,,,90.98,54.48,
3204,473.066,-2448.5,-728,,,90.98,54.48,
3752,467.449,-2452.3,-727,,,90.98,54.48,
4491,462.143,-2452.3,-724,,,90.98,54.48,
4730,494.386,-2452.3,-722,,,90.98,54.48,
4770,583.939,-2452.3,-720,,,90.98,54.48,
4792,725.125,-2451.3,-718,,,90.98,54.48,
4777,863.673,-2451.3,-715,,,90.98,54.48,
4830,1034.531,-2450.3,-714,,,90.98,54.48,
4690,1234.711,-2450.3,-711,,,90.98,54.48,
4706,1358.78,-2449.3,-710,,,90.98,54.48,
4731,1353.694,-2449.3,-708,,,90.98,54.48,
4976,1331.069,-2449.3,-707,,,90.98,54.48,
5012,1323.625,-2450.3,-708,,,90.98,54.48,
4725,1211.168,-2451.3,-708,,,90.98,54.48,
4548,1188.325,-2451.3,-709,,,90.98,54.48,
4387,1205.181,-2452.3,-712,,,90.98,54.48,
4190,1104.465,-2448.5,-714,,,90.98,54.48,
4035,1431.5,-2439.9,-714,,,94.81,55,
3550,1435.578,-2440.8,-717,,,94.81,55,
