DemandAggregatedForecast,WindAggregatedForecast,MULTI_FUEL_-24,GAS_-24,,,GasPrice,CarbonPrice,cost
5546,814.525,-3425.8,-1107,,,50,24.97,49.2383
5641,740.088,-3425.6,-1110,,,50,24.97,49.2383
5355,624.41,-3425.1,-1111,,,50,24.97,49.2383
5034,502.325,-3427.3,-1112,,,50,24.97,49.2383
4767,383.623,-3427.3,-1113,,,50,24.97,49.2383
4429,290.09,-3432.7,-1115,,,50,24.97,49.2383
4152,178.681,-3039.4,-1113,,,48.04,24.97,47.6899
3941,126.382,-3039.5,-1114,,,48.04,24.97,47.6899
3675,94.05,-3040,-1114,,,48.04,24.97,47.6899
3482,80.46,-3039.9,-1113,,,48.04,24.97,47.6899
3295,76.001,-3039.7,-1112,,,48.04,24.97,47.6899
3208,70.1,-3038.4,-1112,,,48.04,24.97,47.6899
3123,65.371,-3039.2,-1111,,,48.04,24.97,47.6899
3172,67.929,-3038.4,-1113,,,48.04,24.97,47.6899
3315,81.75,-3030.1,-1113,,,48.04,24.97,47.6899
3540,115.188,-3030.9,-1113,,,48.04,24.97,47.6899
3962,188.01,-3031,-1112,,,48.04,24.97,47.6899
4413,319.38,-3030,-1111,,,48.04,24.97,47.6899
4690,449.848,-3029,-1110,,,48.04,24.97,47.6899
4883,566.729,-3028.8,-1107,,,48.04,24.97,47.6899
4918,666.468,-3028.5,-1107,,,48.04,24.97,47.6899
4790,822.509,-3028.1,-1106,,,48.04,24.97,47.6899
4708,982.198,-3028,-1106,,,48.04,24.97,47.6899
4781,1138.568,-3028.7,-1108,,,48.04,24.97,47.6899
5376,1277.517,-3030.9,-1111,,,48.04,24.97,47.6899
5567,1436.107,-3033.2,-1111,,,48.04,24.97,47.6899
5276,1530.806,-3033.2,-1112,,,48.04,24.97,47.6899
5051,1607.285,-3033.8,-1114,,,48.04,24.97,47.6899
4815,1601.666,-3034.9,-1115,,,48.04,24.97,47.6899
4376,1587.456,-3045.5,-1116,,,48.04,24.97,47.6899
4005,1395.153,-3043.1,-1116,,,48.42,24.97,47.9901
3723,1290.823,-3043.2,-1117,,,48.42,24.97,47.9901
3470,1171.404,-3043.4,-1117,,,48.42,24.97,47.9901
3314,1063.059,-3043.5,-1117,,,48.42,24.97,47.9901
3219,986.333,-3043.5,-1117,,,48.42,24.97,47.9901
3177,968.579,-3043.5,-1118,,,48.42,24.97,47.9901
3192,972.276,-3043.4,-1118,,,48.42,24.97,47.9901
3470,967.7,-3043.4,-1119,,,48.42,24.97,47.9901
4171,906.619,-3034.1,-1120,,,48.42,24.97,47.9901
4822,844.094,-3033.9,-1120,,,48.42,24.97,47.9901
4997,804.808,-3031.7,-1118,,,48.42,24.97,47.9901
5168,767.979,-3031,-1114,,,48.42,24.97,47.9901
5227,759.463,-3029,-1112,,,48.42,24.97,47.9901
5344,784.626,-3026.9,-1110,,,48.42,24.97,47.9901
5357,820.633,-3026,-1107,,,48.42,24.97,47.9901
5254,853.59,-3025.1,-1107,,,48.42,24.97,47.9901
5400,813.238,-3024.7,-1105,,,48.42,24.97,47.9901
5567,726.068,-3024.4,-1106,,,48.42,24.97,47.9901
6267,728.865,-3023.7,-1105,,,48.42,24.97,47.9901
6293,848.044,-3022.9,-1105,,,48.42,24.97,47.9901
5966,904.362,-3022.5,-1105,,,48.42,24.97,47.9901
5624,856.746,-3020.6,-1103,,,48.42,24.97,47.9901
5262,762.68,-3019.7,-1103,,,48.42,24.97,47.9901
4744,725.558,-3026.9,-1102,,,48.42,24.97,47.9901
4303,541.739,-3417.3,-1103,,,48.49,24.83,47.9908
3926,504.159,-3416.8,-1103,,,48.49,24.83,47.9908
3680,480.379,-3416.6,-1100,,,48.49,24.83,47.9908
3560,519.239,-3415.8,-1100,,,48.49,24.83,47.9908
3447,631.308,-3416,-1100,,,48.49,24.83,47.9908
3416,807.299,-3416.3,-1099,,,48.49,24.83,47.9908
3457,1034.238,-3416.9,-1098,,,48.49,24.83,47.9908
3746,1288.908,-3417.7,-1098,,,48.49,24.83,47.9908
4524,1497.247,-3412.9,-1100,,,48.49,24.83,47.9908
5286,1669.525,-3411.8,-1100,,,48.49,24.83,47.9908
5369,1711.574,-3412.3,-1100,,,48.49,24.83,47.9908
5468,1636.394,-3411,-1099,,,48.49,24.83,47.9908
5447,1550.33,-3410.7,-1097,,,48.49,24.83,47.9908
5478,1554.385,-3038.8,-1096,,,48.49,24.83,47.9908
5439,1555.035,-3039,-1094,,,48.49,24.83,47.9908
5355,1516.267,-3038.8,-1094,,,48.49,24.83,47.9908
5385,1435.132,-3039.1,-1095,,,48.49,24.83,47.9908
5550,1377.28,-3079.6,-1096,,,48.49,24.83,47.9908
6176,1343.646,-3146,-1099,,,48.49,24.83,47.9908
6114,1301.785,-3146.4,-1102,,,48.49,24.83,47.9908
5791,1217.671,-3148.4,-1103,,,48.49,24.83,47.9908
5517,1116.543,-3148.4,-1105,,,48.49,24.83,47.9908
5205,974.79,-3415,-1105,,,48.49,24.83,47.9908
4678,844.808,-3420.7,-1107,,,48.49,24.83,47.9908
4264,1243.004,-3427.6,-1103,,,49.77,24.78,48.9825
3954,1200.457,-3426.5,-1103,,,49.77,24.78,48.9825
3689,1107.056,-3427,-1103,,,49.77,24.78,48.9825
3565,1036.917,-3427.5,-1104,,,49.77,24.78,48.9825
3453,957.628,-3424.9,-1103,,,49.77,24.78,48.9825
3424,897.698,-3423.9,-1101,,,49.77,24.78,48.9825
3467,820.268,-3422.3,-1100,,,49.77,24.78,48.9825
3756,735.03,-3419.8,-1099,,,49.77,24.78,48.9825
4537,645.299,-3414.4,-1098,,,49.77,24.78,48.9825
5306,581.461,-3408.3,-1097,,,49.77,24.78,48.9825
5396,491.25,-3408.4,-1094,,,49.77,24.78,48.9825
5505,405.671,-3407.4,-1091,,,49.77,24.78,48.9825
5478,335.909,-3406.7,-1088,,,49.77,24.78,48.9825
5501,280.169,-3406.8,-1086,,,49.77,24.78,48.9825
5461,238.029,-3406.8,-1085,,,49.77,24.78,48.9825
5364,208.18,-3405.8,-1084,,,49.77,24.78,48.9825
5395,187.299,-3406.7,-1084,,,49.77,24.78,48.9825
5578,190.589,-3407.9,-1086,,,49.77,24.78,48.9825
6228,203.199,-3409.5,-1089,,,49.77,24.78,48.9825
6170,200.74,-3411.5,-1091,,,49.77,24.78,48.9825
5844,189.989,-3412,-1093,,,49.77,24.78,48.9825
5572,182.889,-3411.9,-1094,,,49.77,24.78,48.9825
5260,176.049,-3411.9,-1095,,,49.77,24.78,48.9825
4731,178.309,-3416.3,-1096,,,49.77,24.78,48.9825
4304,219.006,-3391.9,-704,,,47.42,25.51,47.4107
3976,241.415,-3391.5,-705,,,47.42,25.51,47.4107
3704,262.584,-3391.8,-705,,,47.42,25.51,47.4107
3576,284.472,-3392.6,-705,,,47.42,25.51,47.4107
3463,319.228,-3394.5,-707,,,47.42,25.51,47.4107
3431,366.279,-3397.1,-707,,,47.42,25.51,47.4107
3471,384.521,-3399.6,-708,,,47.42,25.51,47.4107
3758,383.48,-3401.8,-708,,,47.42,25.51,47.4107
4545,382.753,-3397.5,-709,,,47.42,25.51,47.4107
5316,390.224,-3399.5,-709,,,47.42,25.51,47.4107
5407,391.559,-3400.4,-709,,,47.42,25.51,47.4107
5520,415.32,-3399.4,-709,,,47.42,25.51,47.4107
5497,444.784,-3399.4,-708,,,47.42,25.51,47.4107
5526,477.196,-3399.4,-707,,,47.42,25.51,47.4107
5488,515.412,-3399.4,-707,,,47.42,25.51,47.4107
5381,522.187,-3399.4,-707,,,47.42,25.51,47.4107
5415,508.865,-3399.4,-707,,,47.42,25.51,47.4107
5603,520.864,-3401.4,-708,,,47.42,25.51,47.4107
6176,543.693,-3402.4,-710,,,47.42,25.51,47.4107
6190,576.496,-3404.3,-711,,,47.42,25.51,47.4107
5864,615.959,-3404.3,-712,,,47.42,25.51,47.4107
5592,648.39,-3404.3,-714,,,47.42,25.51,47.4107
5273,646.91,-3404.3,-714,,,47.42,25.51,47.4107
4742,631.188,-3410.8,-715,,,47.42,25.51,47.4107
4326,567.51,-3420.2,-717,,,49.53,25.4,49.0347
3907,539.75,-3420.2,-718,,,49.53,25.4,49.0347
3641,520.55,-3420.2,-718,,,49.53,25.4,49.0347
3504,516.207,-3420.2,-718,,,49.53,25.4,49.0347
3374,507.718,-3420.2,-719,,,49.53,25.4,49.0347
3366,497.98,-3421.2,-719,,,49.53,25.4,49.0347
3403,491.601,-3421.2,-719,,,49.53,25.4,49.0347
3632,494.579,-3421.2,-719,,,49.53,25.4,49.0347
4389,499.079,-3415.5,-720,,,49.53,25.4,49.0347
5157,515.32,-3415.5,-720,,,49.53,25.4,49.0347
5254,514.039,-3416.5,-720,,,49.53,25.4,49.0347
5388,520.919,-3416.5,-719,,,49.53,25.4,49.0347
5373,519.539,-3414.5,-719,,,49.53,25.4,49.0347
5375,519.889,-3414.5,-718,,,49.53,25.4,49.0347
5352,545.898,-3414.5,-718,,,49.53,25.4,49.0347
5274,611.219,-3414.5,-718,,,49.53,25.4,49.0347
5287,675.049,-3415.5,-719,,,49.53,25.4,49.0347
5433,772.558,-3414.5,-720,,,49.53,25.4,49.0347
5953,914.216,-3414.5,-721,,,49.53,25.4,49.0347
5990,1062.748,-3414.5,-723,,,49.53,25.4,49.0347
5700,1190.077,-3414.5,-724,,,49.53,25.4,49.0347
5381,1296.178,-3414.5,-726,,,49.53,25.4,49.0347
5118,1354.007,-3413.5,-728,,,49.53,25.4,49.0347
4655,1420.177,-3418.2,-730,,,49.53,25.4,49.0347
4338,1588.393,-3444.3,-728,,,47.87,25.61,47.8052
4088,1727.124,-3444.3,-729,,,47.87,25.61,47.8052
3733,1815.975,-3445,-731,,,47.87,25.61,47.8052
3508,1878.366,-3446,-732,,,47.87,25.61,47.8052
3383,1892.064,-3447.3,-733,,,47.87,25.61,47.8052
3302,1926.892,-3447.4,-734,,,47.87,25.61,47.8052
3275,1991.604,-3448.8,-736,,,47.87,25.61,47.8052
3368,2046.744,-3448.3,-736,,,47.87,25.61,47.8052
3655,2066.334,-3439.3,-738,,,47.87,25.61,47.8052
4073,2117.385,-3439.5,-738,,,47.87,25.61,47.8052
4474,2092.098,-3439.7,-738,,,47.87,25.61,47.8052
4806,2025.339,-3438.3,-738,,,47.87,25.61,47.8052
4976,1895.57,-3437.9,-737,,,47.87,25.61,47.8052
5043,1754.828,-3437.4,-736,,,47.87,25.61,47.8052
5043,1622.848,-3436.5,-736,,,47.87,25.61,47.8052
4928,1504.959,-3435.6,-736,,,47.87,25.61,47.8052
4931,1336.03,-3435.3,-737,,,47.87,25.61,47.8052
5015,1216.979,-3435.3,-738,,,47.87,25.61,47.8052
5577,1150.378,-3435.3,-739,,,47.87,25.61,47.8052
5633,1124.471,-3405.2,-740,,,47.87,25.61,47.8052
5340,1046.78,-3405.1,-740,,,47.87,25.61,47.8052
5023,947.43,-3404.9,-741,,,47.87,25.61,47.8052
4759,849.41,-3404.4,-741,,,47.87,25.61,47.8052
4426,742.399,-3410.1,-741,,,47.87,25.61,47.8052
4192,757.11,-3403.4,-1141,,,47.91,25.61,47.8368
3987,623.059,-3403.1,-1141,,,47.91,25.61,47.8368
3689,536.091,-3402.5,-1141,,,47.91,25.61,47.8368
3484,476.71,-3401.8,-1141,,,47.91,25.61,47.8368
3363,413.73,-3401.4,-1141,,,47.91,25.61,47.8368
3307,364.46,-3401.2,-1139,,,47.91,25.61,47.8368
3270,331.858,-3400.9,-1139,,,47.91,25.61,47.8368
3305,319.409,-3400.7,-1139,,,47.91,25.61,47.8368
3456,352.419,-3396.9,-1139,,,47.91,25.61,47.8368
3651,385.719,-3396.4,-1138,,,47.91,25.61,47.8368
4005,358.558,-3394,-1139,,,47.91,25.61,47.8368
4377,322.578,-3424.3,-1138,,,47.91,25.61,47.8368
4612,300.068,-3424.1,-1138,,,47.91,25.61,47.8368
4805,289.057,-3424.7,-1137,,,47.91,25.61,47.8368
4899,278.478,-3425.4,-1135,,,47.91,25.61,47.8368
4768,253.66,-3425.7,-1133,,,47.91,25.61,47.8368
4697,215.2,-3426.5,-1133,,,47.91,25.61,47.8368
4812,201.349,-3426.8,-1135,,,47.91,25.61,47.8368
5363,213.309,-3427.7,-1138,,,47.91,25.61,47.8368
5474,225.69,-3400.5,-1139,,,47.91,25.61,47.8368
5248,218.499,-3402.5,-1140,,,47.91,25.61,47.8368
5053,194.329,-3403.4,-1142,,,47.91,25.61,47.8368
4787,167.328,-3405,-1143,,,47.91,25.61,47.8368
4369,148.279,-3412.3,-1143,,,47.91,25.61,47.8368
4085,191.648,-3048.2,-1143,,,48.5,25.61,48.3029
3763,154.049,-3037.1,-1143,,,48.5,25.61,48.3029
3516,143.136,-3038.7,-1143,,,48.5,25.61,48.3029
3363,140.557,-3040.1,-1144,,,48.5,25.61,48.3029
3274,141.489,-3040.2,-1144,,,48.5,25.61,48.3029
3263,129.878,-3040.2,-1145,,,48.5,25.61,48.3029
3292,132.124,-3040.2,-1145,,,48.5,25.61,48.3029
3580,157.845,-3040.2,-1146,,,48.5,25.61,48.3029
4355,179.845,-3042,-1147,,,48.5,25.61,48.3029
5170,195.593,-3042,-1147,,,48.5,25.61,48.3029
5327,220.287,-3042,-1147,,,48.5,25.61,48.3029
5471,273.146,-3042,-1147,,,48.5,25.61,48.3029
5505,312.75,-3042,-1147,,,48.5,25.61,48.3029
5520,326.047,-3042,-1146,,,48.5,25.61,48.3029
5549,335.046,-3042,-1146,,,48.5,25.61,48.3029
5415,352.94,-3042,-1146,,,48.5,25.61,48.3029
5473,356.289,-3042,-1146,,,48.5,25.61,48.3029
5695,355.406,-3042,-1146,,,48.5,25.61,48.3029
6390,398.027,-3042,-1147,,,48.5,25.61,48.3029
6395,473.642,-3042,-1148,,,48.5,25.61,48.3029
6027,534.359,-3042,-1148,,,48.5,25.61,48.3029
5711,599.961,-3042,-1149,,,48.5,25.61,48.3029
5403,680.148,-3042,-1150,,,48.5,25.61,48.3029
4843,786.981,-3040.2,-1150,,,48.5,25.61,48.3029
4490,1000.19,-3050.5,-1149,,,47.25,24.72,46.9683
4024,1062.028,-3050.6,-1150,,,47.25,24.72,46.9683
3739,1082.014,-3050.5,-1150,,,47.25,24.72,46.9683
3576,1113.832,-3050.6,-1150,,,47.25,24.72,46.9683
3473,1169.575,-3050.3,-1150,,,47.25,24.72,46.9683
3461,1221.03,-3050.4,-1150,,,47.25,24.72,46.9683
3476,1339.435,-3050.5,-1150,,,47.25,24.72,46.9683
3740,1489.232,-3051.9,-1150,,,47.25,24.72,46.9683
4510,1637.035,-3052.6,-1150,,,47.25,24.72,46.9683
5339,1816.574,-3052.4,-1150,,,47.25,24.72,46.9683
5357,2029.716,-3051.1,-1150,,,47.25,24.72,46.9683
5499,2271.14,-3048.8,-1151,,,47.25,24.72,46.9683
5499,2469.976,-3046.3,-1150,,,47.25,24.72,46.9683
5512,2589.665,-3044.4,-1149,,,47.25,24.72,46.9683
5533,2639.249,-3043.2,-1148,,,47.25,24.72,46.9683
5428,2685.311,-3042.5,-1147,,,47.25,24.72,46.9683
5493,2701.405,-3043.4,-1147,,,47.25,24.72,46.9683
5773,2696.449,-3045.6,-1146,,,47.25,24.72,46.9683
6355,2663.669,-3047.4,-1147,,,47.25,24.72,46.9683
6369,2709.479,-3049,-1147,,,47.25,24.72,46.9683
6064,2753.103,-3049.7,-1148,,,47.25,24.72,46.9683
5770,2800.098,-3051.2,-1148,,,47.25,24.72,46.9683
5469,2837.818,-3050.2,-1148,,,47.25,24.72,46.9683
4930,2842.746,-3047.8,-1147,,,47.25,24.72,46.9683
4427,2989.5,-3037.7,-804,,,46.44,24.4,46.2036
4004,3015.131,-3037.7,-804,,,46.44,24.4,46.2036
3725,3025.426,-3037.7,-804,,,46.44,24.4,46.2036
3560,3011.95,-3037.7,-804,,,46.44,24.4,46.2036
3460,2960.996,-3037.7,-804,,,46.44,24.4,46.2036
3449,2841.384,-3037.7,-804,,,46.44,24.4,46.2036
3460,2611.894,-3037.7,-804,,,46.44,24.4,46.2036
3720,2304.808,-3037.7,-803,,,46.44,24.4,46.2036
4477,1932.73,-3039.5,-804,,,46.44,24.4,46.2036
5290,1584.933,-3039.5,-804,,,46.44,24.4,46.2036
5314,1423.406,-3039.5,-803,,,46.44,24.4,46.2036
5459,1307.722,-3039.5,-803,,,46.44,24.4,46.2036
5465,1352.665,-3039.5,-801,,,46.44,24.4,46.2036
5472,1472.515,-3039.5,-800,,,46.44,24.4,46.2036
5499,1508.31,-3039.5,-799,,,46.44,24.4,46.2036
5386,1456.226,-3039.5,-798,,,46.44,24.4,46.2036
5444,1380.248,-3039.5,-798,,,46.44,24.4,46.2036
5724,1310.846,-3039.5,-797,,,46.44,24.4,46.2036
6312,1337.632,-3039.5,-797,,,46.44,24.4,46.2036
6331,1386.412,-3039.5,-797,,,46.44,24.4,46.2036
6050,1408.381,-3039.5,-797,,,46.44,24.4,46.2036
5744,1505.994,-3039.5,-797,,,46.44,24.4,46.2036
5447,1624.631,-3039.5,-796,,,46.44,24.4,46.2036
4917,1699.713,-3037.7,-795,,,46.44,24.4,46.2036
4356,1739.254,-3027.4,-794,,,42.5,25.14,43.3796
3965,1846.574,-3027.3,-1131,,,42.5,25.14,43.3796
3693,1935.612,-3027.1,-1129,,,42.5,25.14,43.3796
3571,2021.94,-3026.5,-1130,,,42.5,25.14,43.3796
3452,2109.998,-3026.7,-1128,,,42.5,25.14,43.3796
3429,2267.324,-3026,-1127,,,42.5,25.14,43.3796
3473,2447.057,-3026,-1127,,,42.5,25.14,43.3796
3782,2737.427,-3027.1,-1127,,,42.5,25.14,43.3796
4535,3056.939,-3027.8,-1128,,,42.5,25.14,43.3796
5303,3398.981,-3027.7,-1128,,,42.5,25.14,43.3796
5333,3674.759,-3027.3,-1129,,,42.5,25.14,43.3796
5430,3870.262,-3027.3,-1128,,,42.5,25.14,43.3796
5413,3956.096,-3027.5,-1126,,,42.5,25.14,43.3796
5399,4005.777,-3440.8,-1126,,,42.5,25.14,43.3796
5438,4001.796,-3441.1,-1126,,,42.5,25.14,43.3796
5402,4021.768,-3442,-1126,,,42.5,25.14,43.3796
5442,4009.695,-3444.5,-1128,,,42.5,25.14,43.3796
5618,3977.018,-3447.9,-1130,,,42.5,25.14,43.3796
6258,3931.907,-3450.2,-1133,,,42.5,25.14,43.3796
6275,3901.487,-3451.6,-1135,,,42.5,25.14,43.3796
5971,3801.445,-3451.9,-1137,,,42.5,25.14,43.3796
5647,3652.566,-3451.9,-1137,,,42.5,25.14,43.3796
5340,3480.35,-3450.5,-1137,,,42.5,25.14,43.3796
4797,3357.296,-3447.9,-1138,,,42.5,25.14,43.3796
4324,3225.72,-3416.5,-1137,,,43.47,25.09,44.1264
3924,3199.605,-3416.2,-1136,,,43.47,25.09,44.1264
3684,3077.984,-3416,-1136,,,43.47,25.09,44.1264
3461,2959.376,-3415.8,-1136,,,43.47,25.09,44.1264
3351,2989.328,-3416.6,-1135,,,43.47,25.09,44.1264
3328,2997.971,-3416.4,-1135,,,43.47,25.09,44.1264
3343,3005.75,-3416.2,-1134,,,43.47,25.09,44.1264
3589,3057.847,-3416.1,-1133,,,43.47,25.09,44.1264
4307,3131.165,-3419.6,-1132,,,43.47,25.09,44.1264
5107,3219.05,-3421,-1129,,,43.47,25.09,44.1264
5129,3247.498,-3420.5,-1127,,,43.47,25.09,44.1264
5198,3225.581,-3420.3,-1122,,,43.47,25.09,44.1264
5197,3106.732,-3421.8,-1117,,,43.47,25.09,44.1264
5234,3003.025,-3421.5,-1113,,,43.47,25.09,44.1264
5227,2924.694,-3422.1,-1107,,,43.47,25.09,44.1264
5097,2874.13,-3423.6,-1105,,,43.47,25.09,44.1264
5154,2767.692,-3425.6,-1102,,,43.47,25.09,44.1264
5313,2597.769,-3428.8,-1102,,,43.47,25.09,44.1264
5882,2354.147,-3429.9,-1099,,,43.47,25.09,44.1264
5912,2193.679,-3431.1,-1098,,,43.47,25.09,44.1264
5623,2130.806,-3431.3,-1097,,,43.47,25.09,44.1264
5350,2088.973,-3431.3,-1097,,,43.47,25.09,44.1264
5078,2019.171,-3431.3,-1096,,,43.47,25.09,44.1264
4677,2001.029,-3426.1,-1095,,,43.47,25.09,44.1264
4440,1598.482,-3391.4,-1092,,,39.95,25.34,41.4431
4129,1588.119,-3392.3,-1092,,,39.95,25.34,41.4431
3752,1583.155,-3392,-1092,,,39.95,25.34,41.4431
3550,1545.63,-3389,-1091,,,39.95,25.34,41.4431
3384,1516.601,-3389.7,-1092,,,39.95,25.34,41.4431
3310,1477.008,-3389.8,-1092,,,39.95,25.34,41.4431
3252,1329.146,-3390.6,-1094,,,39.95,25.34,41.4431
3362,1222.86,-3390.3,-1097,,,39.95,25.34,41.4431
3671,1240.998,-3394.9,-1101,,,39.95,25.34,41.4431
4094,1449.256,-3394.3,-1102,,,39.95,25.34,41.4431
4444,1751.611,-3395.7,-1104,,,39.95,25.34,41.4431
4684,2122.113,-3395.5,-1104,,,39.95,25.34,41.4431
4793,2442.947,-3395,-1104,,,39.95,25.34,41.4431
4861,2758.352,-3396.5,-1105,,,39.95,25.34,41.4431
4903,3004.113,-3397.9,-1105,,,39.95,25.34,41.4431
4761,3248.196,-3398.3,-1105,,,39.95,25.34,41.4431
4763,3460.229,-3398,-1106,,,39.95,25.34,41.4431
4891,3675.414,-3400.3,-1108,,,39.95,25.34,41.4431
5479,3856.52,-3401.4,-1111,,,39.95,25.34,41.4431
5544,4012.901,-3403,-1114,,,39.95,25.34,41.4431
5219,4091.853,-3406,-1116,,,39.95,25.34,41.4431
4933,4126.101,-3408.1,-1116,,,39.95,25.34,41.4431
4674,4087.59,-3409.4,-1119,,,39.95,25.34,41.4431
4384,4094.701,-3405,-1118,,,39.95,25.34,41.4431
4107,4122.641,-3338.2,-1121,,,39.2,25.34,40.8506
3921,4106.236,-3337.5,-1121,,,39.2,25.34,40.8506
3653,4010.998,-3337.8,-1121,,,39.2,25.34,40.8506
3461,3885.951,-3337.3,-1121,,,39.2,25.34,40.8506
3307,3844.916,-3338.2,-1121,,,39.2,25.34,40.8506
3266,3884.268,-3339.1,-1122,,,39.2,25.34,40.8506
3230,3920.164,-3338.6,-1123,,,39.2,25.34,40.8506
3287,3988.374,-3336.6,-1124,,,39.2,25.34,40.8506
3455,4055.491,-3337.7,-1124,,,39.2,25.34,40.8506
3687,4111.311,-2934,-1124,,,39.2,25.34,40.8506
3967,4148.285,-2933.1,-1121,,,39.2,25.34,40.8506
4431,4201.601,-2932.2,-1118,,,39.2,25.34,40.8506
4703,4257.09,-2929.9,-1116,,,39.2,25.34,40.8506
4832,4298.935,-2928.1,-732,,,39.2,25.34,40.8506
4863,4316.83,-2927.9,-730,,,39.2,25.34,40.8506
4749,4317.454,-2927.6,-729,,,39.2,25.34,40.8506
4691,4288.093,-2927.9,-729,,,39.2,25.34,40.8506
4786,4160.812,-2925.3,-727,,,39.2,25.34,40.8506
5451,3954.118,-2923.1,-726,,,39.2,25.34,40.8506
5609,3830.066,-2922.9,-725,,,39.2,25.34,40.8506
5417,4044.567,-2919.4,-723,,,39.2,25.34,40.8506
5191,4088.304,-2917,-719,,,39.2,25.34,40.8506
4970,4040.434,-2913.6,-718,,,39.2,25.34,40.8506
4552,4148.886,-2911.9,-716,,,39.2,25.34,40.8506
4160,4416.345,-2890.6,-716,,,41.46,25.34,42.636
3857,4383.046,-2895,-716,,,41.46,25.34,42.636
3581,4310.494,-2898.3,-717,,,41.46,25.34,42.636
3438,4232.278,-2901.8,-719,,,41.46,25.34,42.636
3336,4151.84,-2903.2,-722,,,41.46,25.34,42.636
3290,3969.146,-2905.7,-726,,,41.46,25.34,42.636
3324,3714.881,-2907,-730,,,41.46,25.34,42.636
3609,3400.35,-2906.6,-734,,,41.46,25.34,42.636
4380,2962.56,-2906.6,-737,,,41.46,25.34,42.636
5181,2493.611,-2908.8,-737,,,41.46,25.34,42.636
5296,2015.415,-2911.5,-737,,,41.46,25.34,42.636
5468,1545.461,-2912.4,-735,,,41.46,25.34,42.636
5480,1069.681,-2913.7,-734,,,41.46,25.34,42.636
5478,752.702,-2915.7,-732,,,41.46,25.34,42.636
5507,600.325,-2915.7,-730,,,41.46,25.34,42.636
5368,508.62,-2915,-729,,,41.46,25.34,42.636
5445,468.205,-2917.8,-729,,,41.46,25.34,42.636
5620,546.648,-2916.2,-729,,,41.46,25.34,42.636
6344,758.98,-2913.9,-730,,,41.46,25.34,42.636
6361,1125.82,-2917,-731,,,41.46,25.34,42.636
6016,1555.74,-2917.5,-732,,,41.46,25.34,42.636
5709,2105.02,-2916,-732,,,41.46,25.34,42.636
5408,2632.35,-2921.7,-733,,,41.46,25.34,42.636
4849,3112.76,-2922.6,-734,,,41.46,25.34,42.636
4398,3346.9,-2920.8,-1108,,,41.51,25.53,42.7496
4021,3754.67,-2920,-1110,,,41.51,25.53,42.7496
3732,4022.78,-2921.8,-1111,,,41.51,25.53,42.7496
3548,4139.04,-2925.1,-1113,,,41.51,25.53,42.7496
3403,4137.33,-2925.9,-1116,,,41.51,25.53,42.7496
3369,4203.3,-2925.8,-1118,,,41.51,25.53,42.7496
3385,4228.55,-2926.9,-1121,,,41.51,25.53,42.7496
3654,4291.76,-2927,-1122,,,41.51,25.53,42.7496
4335,4367.94,-2930.4,-1126,,,41.51,25.53,42.7496
5115,4431.37,-2931.4,-1129,,,41.51,25.53,42.7496
5158,4470.11,-2930.6,-1130,,,41.51,25.53,42.7496
5235,4438.43,-2930.6,-1130,,,41.51,25.53,42.7496
5249,4280.22,-2930,-1128,,,41.51,25.53,42.7496
5264,4053.88,-2929.5,-1129,,,41.51,25.53,42.7496
5263,3837.68,-2929,-1128,,,41.51,25.53,42.7496
5098,3593.35,-2928.6,-1128,,,41.51,25.53,42.7496
5237,3400.62,-2928.6,-1130,,,41.51,25.53,42.7496
5446,3432.83,-2929.5,-1133,,,41.51,25.53,42.7496
6230,3356.77,-2930,-1134,,,41.51,25.53,42.7496
6187,3209.76,-2929.8,-1135,,,41.51,25.53,42.7496
5896,3036.61,-2928.2,-1135,,,41.51,25.53,42.7496
5608,2860.52,-2926.6,-1134,,,41.51,25.53,42.7496
5326,2712.67,-2925.6,-1134,,,41.51,25.53,42.7496
4787,2625.81,-2923.7,-1132,,,41.51,25.53,42.7496
4204,2647.54,-2923.4,-1127,,,41.52,25.34,42.6834
3882,2760,-2923.4,-1122,,,41.52,25.34,42.6834
3600,2889.94,-2923.8,-1119,,,41.52,25.34,42.6834
3487,2991.19,-2922.2,-1115,,,41.52,25.34,42.6834
3363,2965.96,-2921.9,-1111,,,41.52,25.34,42.6834
3348,2885.9,-2883.4,-1107,,,41.52,25.34,42.6834
3394,2730.73,-2879.9,-1103,,,41.52,25.34,42.6834
3680,2641.66,-2878.6,-1099,,,41.52,25.34,42.6834
4357,2541.66,-2879.3,-1097,,,41.52,25.34,42.6834
5236,2450.73,-2876.5,-1095,,,41.52,25.34,42.6834
5389,2459.51,-2876.2,-1094,,,41.52,25.34,42.6834
5448,2593.11,-2874.5,-1091,,,41.52,25.34,42.6834
5461,2709.11,-2872.4,-1090,,,41.52,25.34,42.6834
5479,2808.83,-2871.6,-1091,,,41.52,25.34,42.6834
5499,2908.38,-2869.8,-1090,,,41.52,25.34,42.6834
5392,2937.26,-2869.5,-1093,,,41.52,25.34,42.6834
5433,2871.7,-2876.1,-1095,,,41.52,25.34,42.6834
5776,2773.11,-2882.7,-1100,,,41.52,25.34,42.6834
6329,2630.12,-2888.7,-1107,,,41.52,25.34,42.6834
6305,2538.28,-2893.6,-1114,,,41.52,25.34,42.6834
5986,2434.25,-2894.2,-1118,,,41.52,25.34,42.6834
5728,2257.82,-2932.6,-1120,,,41.52,25.34,42.6834
